First Name,Gender,Start Date,Last Login Time,Salary,Bonus %,Senior Management,Team
Gloria,Female,8/19/2004,10:31 AM,46602.0,1.027,True,Business Development
Ernest,Male,6/30/2001,1:46 PM,61181.0,16.559,False,Business Development
Martha,Female,7/17/1997,11:11 PM,94963.0,19.626,True,Business Development
Janet,Female,1/25/1986,5:48 AM,85789.0,9.712,False,Legal
Louis,Female,02-05-1983,6:39 PM,145274.0,16.379,False,Product
Tina,Female,08-06-1999,3:18 AM,102841.0,3.369,False,Client Services
Henry,Male,2/23/2007,3:24 AM,49665.0,18.338,False,Business Development
Antonio,Male,06-06-1999,10:54 PM,41928.0,5.478,True,Client Services
Lisa,Female,04-11-2007,1:04 AM,128042.0,2.03,True,Legal
Denise,Female,2/19/1984,6:22 AM,86150.0,3.997,False,Client Services
Stephen,Male,10/21/1984,6:26 AM,121816.0,10.615,True,Distribution
Benjamin,Male,04-12-1988,11:32 PM,123409.0,7.783,False,Product
Carl,Female,8/18/2007,8:01 AM,98295.0,7.617,True,Legal
Ruth,Female,09-02-1980,6:52 AM,59678.0,10.895,False,Distribution
Shawn,Male,12/29/2006,3:05 AM,57871.0,4.02,True,Human Resources
Jennifer,Female,3/31/2015,7:43 PM,132084.0,10.006,True,Engineering
Terry,Male,11-10-2004,4:33 AM,35633.0,3.947,True,Distribution
Jacqueline,Female,7/27/2008,12:08 PM,125298.0,3.019,True,Legal
Roger,Male,05-02-1988,10:04 PM,115582.0,15.343,True,Sales
Alice,Female,4/23/1995,6:35 AM,148339.0,11.479,True,Finance
Justin,Male,7/25/1991,12:45 AM,112975.0,9.699,False,Human Resources
Janet,Female,07-12-2008,12:10 PM,36927.0,18.769,False,Client Services
Robin,Female,3/26/2004,5:41 PM,70248.0,9.66,True,Sales
Samuel,Female,10-07-2002,3:08 AM,141305.0,9.849,True,Marketing
Katherine,Female,9/22/2006,8:08 PM,72002.0,13.178,True,Product
Peter,Male,5/22/1991,1:39 AM,102577.0,12.026,True,Product
Lillian,Female,8/14/2009,5:41 AM,113554.0,18.018,True,Business Development
Marilyn,Male,10/24/1986,9:23 AM,47176.0,10.736,True,Finance
Marilyn,Female,6/18/2000,7:36 AM,106428.0,10.867,True,Client Services
Rose,Female,11-03-1999,9:06 AM,75181.0,6.06,True,Finance
Bobby,Male,9/30/2004,10:52 PM,79047.0,18.784,False,Human Resources
Kimberly,Female,4/20/1986,3:55 PM,52970.0,4.513,False,Sales
Antonio,Male,12/28/2003,4:17 AM,137979.0,5.266,False,Distribution
Doris,Female,09-08-1984,7:03 PM,114360.0,17.799,True,Business Development
Steven,Male,07-05-2009,4:55 AM,110306.0,16.843,True,Human Resources
Lawrence,Male,07-03-1995,10:55 PM,46378.0,9.127,False,Client Services
Marilyn,Male,05-06-1986,4:41 PM,74104.0,17.68,True,Client Services
Marilyn,Female,4/15/1991,3:39 AM,132505.0,13.592,True,Product
Stephanie,Female,9/14/1982,8:14 AM,96649.0,3.453,False,Sales
Marilyn,Female,7/24/1982,12:00 AM,57811.0,8.941,True,Marketing
Sandra,Female,09-07-1989,4:17 PM,111468.0,2.58,True,Product
Kevin,Male,07-01-2005,3:22 PM,141498.0,4.135,True,Sales
Michelle,Female,3/31/2012,6:28 AM,124441.0,16.353,False,Business Development
Lisa,Female,07-08-2000,9:19 PM,40121.0,6.293,False,Product
Fred,Male,03-03-1989,2:27 AM,129712.0,11.058,False,Finance
Joseph,Male,11-04-1982,9:46 PM,126010.0,19.601,False,Legal
Anne,Female,4/18/1996,11:57 PM,122762.0,9.564,False,Distribution
Andrea,Female,7/22/1999,9:25 AM,149105.0,13.707,True,Distribution
Nicole,Female,03-01-2004,5:17 PM,44021.0,10.286,False,Client Services
Theresa,Female,10-07-1995,10:16 AM,42025.0,3.319,True,Human Resources
Catherine,Female,8/31/1986,6:20 PM,59970.0,12.801,False,Client Services
Rose,Female,12/31/1982,6:50 PM,145001.0,19.85,False,Engineering
Lawrence,Male,10-01-1984,2:06 PM,102589.0,17.952,True,Marketing
Raymond,Male,12-12-1986,12:18 PM,47529.0,2.712,True,Product
Clarence,Male,08-05-1989,6:11 PM,148941.0,11.517,False,Product
Ryan,Male,4/15/1988,5:18 AM,91109.0,17.499,True,Human Resources
Jane,Female,01-12-1992,1:23 PM,51923.0,13.623,False,Business Development
Lois,Female,7/28/2012,11:39 AM,53954.0,19.075,False,Product
Shawn,Male,3/17/2008,2:12 PM,39335.0,10.664,False,Distribution
Thomas,Male,05-03-1990,9:29 AM,111371.0,15.081,True,Engineering
Kathryn,Female,1/29/2008,12:29 AM,86676.0,6.081,False,Sales
Mary,Female,11-06-2011,8:32 AM,115057.0,2.089,False,Finance
Julie,Female,03-08-1980,5:13 AM,145357.0,3.459,False,Engineering
George,Male,9/27/1995,5:04 PM,36749.0,19.754,False,Finance
Ralph,Male,02-10-2000,4:48 PM,89854.0,7.227,False,Business Development
Judith,Female,09-03-1989,11:16 AM,134048.0,6.818,True,Marketing
Marilyn,Male,12/13/1994,10:34 AM,141311.0,5.478,True,Product
Evelyn,Female,02-10-2002,4:44 AM,123621.0,19.767,True,Marketing
Rachel,Female,6/23/2011,12:52 AM,54941.0,3.221,True,Distribution
Maria,Female,1/18/1986,8:36 PM,106562.0,4.0,False,Human Resources
Kelly,Female,3/17/2007,6:20 PM,39371.0,4.068,False,Engineering
Ruby,Female,5/31/2008,8:41 PM,83112.0,4.083,False,Marketing
Ann,Female,10-03-1980,1:08 AM,96941.0,10.048,True,Distribution
Kenneth,Male,12/14/1985,6:55 AM,47232.0,17.862,True,Legal
William,Male,11/18/1993,12:27 PM,54058.0,5.182,True,Human Resources
Marilyn,Female,12/27/1980,2:27 AM,80399.0,12.254,True,Distribution
Deborah,Female,2/26/2009,10:17 AM,118043.0,7.266,True,Business Development
Marilyn,Male,11-12-2009,2:30 PM,109411.0,9.494,True,Engineering
Julia,Female,8/18/2014,3:12 AM,97566.0,2.147,False,Marketing
Robert,Female,12-04-2000,1:20 AM,69267.0,5.89,True,Sales
Marilyn,Female,08-01-1988,1:35 AM,87103.0,5.665,True,Client Services
Jesse,Female,7/16/2014,2:24 AM,98811.0,7.487,False,Legal
Cynthia,Female,07-12-2006,8:55 AM,149684.0,7.864,False,Product
Johnny,Male,1/14/2007,2:54 PM,71383.0,2.097,True,Human Resources
Michael,Male,8/31/2002,1:20 AM,81206.0,19.908,True,Distribution
Kenneth,Male,1/15/2015,2:41 PM,69112.0,7.588,True,Finance
Keith,Male,02-12-2003,3:02 PM,120672.0,19.467,False,Legal
Gerald,Male,5/28/2010,12:26 PM,96511.0,9.331,False,Human Resources
Carl,Female,02-11-1982,7:54 AM,49325.0,2.071,True,Business Development
Douglas,Male,08-04-2007,5:23 AM,132175.0,2.28,False,Engineering
Carolyn,Female,3/17/2004,6:38 AM,118037.0,13.492,False,Finance
Joseph,Male,5/23/1985,10:16 PM,139570.0,15.804,True,Finance
Billy,Male,04-06-2000,3:14 PM,115280.0,9.153,False,Distribution
Joyce,Female,7/25/2001,6:04 AM,51065.0,16.807,False,Human Resources
Lillian,Female,8/26/2002,8:53 AM,103854.0,4.924,True,Distribution
Ruby,Female,8/13/2006,6:27 PM,48354.0,19.501,False,Business Development
Sandra,Female,02-07-1998,12:39 PM,132327.0,19.264,False,Product
Louise,Female,2/26/1982,1:03 AM,106362.0,8.965,False,Sales
Maria,Female,6/19/1985,1:48 AM,148857.0,8.738,False,Legal
Brenda,Female,01-03-1981,6:01 PM,131131.0,11.682,False,Client Services
Stephen,Male,09-10-1990,10:42 PM,129663.0,15.574,False,Human Resources
Nicole,Female,05-02-1981,12:03 PM,41449.0,4.707,False,Finance
Bobby,Male,06-05-1984,7:40 AM,93368.0,2.88,True,Product
Ernest,Male,09-06-1997,2:02 PM,53335.0,9.192,False,Product
Charles,Male,09-03-1997,10:04 AM,148291.0,6.002,False,Client Services
Bobby,Male,8/19/1996,1:16 AM,147842.0,16.158,True,Client Services
Diana,Female,11/19/2004,8:47 AM,105066.0,17.343,True,Business Development
Mildred,Female,04-06-2007,10:06 PM,139284.0,11.39,True,Client Services
Harry,Male,02-10-1985,7:46 PM,63046.0,10.411,False,Finance
Phillip,Female,10/20/2003,11:09 AM,89700.0,2.277,True,Client Services
Bonnie,Female,1/18/2006,6:52 PM,108946.0,12.211,False,Finance
Marie,Female,12-08-1993,6:28 PM,98406.0,7.943,True,Product
Sean,Male,4/25/2006,4:51 PM,108581.0,9.634,False,Human Resources
Robin,Female,10-01-2012,2:44 AM,41808.0,19.239,False,Business Development
Phillip,Male,10-07-1984,11:05 AM,36837.0,14.66,False,Marketing
Jerry,Male,3/26/1989,4:15 AM,140850.0,18.855,False,Finance
Ronald,Male,5/25/1983,10:05 AM,50426.0,18.536,True,Sales
Phillip,Male,5/15/1984,6:15 AM,134120.0,6.842,False,Human Resources
Ryan,Male,11/16/2012,1:47 PM,57292.0,6.01,False,Client Services
Karen,Female,8/29/1997,4:56 PM,80633.0,16.306,False,Legal
Bonnie,Female,8/25/2004,2:17 AM,131943.0,14.249,False,Client Services
Earl,Male,6/15/2013,3:00 AM,48046.0,7.737,False,Marketing
Katherine,Female,8/18/2013,3:58 PM,97443.0,13.657,False,Product
Matthew,Male,08-03-1995,5:39 AM,135352.0,7.986,True,Business Development
Cynthia,Female,11/19/1996,10:40 PM,107816.0,18.751,False,Marketing
Gerald,Male,3/29/2003,10:37 AM,96329.0,2.469,True,Engineering
Brenda,Female,1/18/2015,4:39 PM,73749.0,19.332,False,Business Development
Jason,Male,05-01-1998,6:05 PM,75607.0,4.299,True,Sales
Melissa,Female,09-08-1994,4:11 AM,98858.0,3.525,True,Human Resources
Beverly,Female,04-11-1998,2:27 PM,76485.0,9.212,True,Engineering
Terry,Female,09-11-1992,4:41 PM,41238.0,8.219,False,Marketing
Marilyn,Male,09-05-1980,7:36 AM,114896.0,13.823,True,Client Services
Jacqueline,Female,5/25/2003,7:13 PM,125418.0,8.064,False,Distribution
Amy,Female,5/20/2009,6:26 AM,75415.0,19.132,False,Client Services
Robert,Female,5/25/2007,3:17 AM,90998.0,8.382,False,Finance
Ruby,Female,1/28/1980,11:08 PM,142868.0,6.318,False,Marketing
Sara,Female,11/18/2014,2:47 PM,135990.0,14.344,True,Distribution
Kathryn,Female,10/27/1995,3:39 PM,57300.0,18.015,False,Marketing
Lisa,Female,10/17/2003,1:42 PM,73706.0,18.53,False,Finance
Juan,Male,10-06-1993,8:52 AM,85871.0,9.16,False,Product
Anthony,Male,1/30/2014,9:04 PM,96795.0,14.837,False,Sales
David,Male,12-05-2009,8:48 AM,92242.0,15.407,False,Legal
Marilyn,Female,10-08-2007,12:32 AM,115149.0,11.934,True,Legal
Margaret,Female,01-04-2001,3:07 AM,126924.0,1.552,True,Finance
Marilyn,Male,11/24/2015,3:11 AM,145329.0,7.1,True,Finance
Timothy,Male,8/25/1991,10:37 AM,92587.0,8.475,False,Finance
Brandon,Male,10/23/1995,12:04 PM,60263.0,2.709,False,Sales
Frank,Male,7/27/2013,4:32 PM,91406.0,5.681,True,Business Development
Betty,Female,11/19/2002,10:40 AM,37005.0,7.645,True,Marketing
Janice,Female,11/19/1991,6:02 PM,139791.0,16.968,False,Business Development
Victor,Male,03-10-2010,5:01 PM,45267.0,3.942,True,Sales
Kenneth,Female,2/28/1994,10:10 AM,95296.0,10.146,False,Finance
Jane,Female,4/27/2012,2:12 PM,59680.0,15.211,True,Business Development
Walter,Male,5/21/1992,12:39 AM,144701.0,16.323,True,Marketing
Christina,Female,6/23/2002,3:18 PM,35477.0,18.178,False,Human Resources
Patricia,Female,10-10-1995,4:52 PM,119266.0,6.911,False,Distribution
Marilyn,Male,5/23/2001,7:52 PM,103877.0,6.322,True,Distribution
Heather,Female,7/29/1983,10:48 AM,47605.0,14.955,True,Human Resources
Stephanie,Female,6/26/1988,5:48 AM,136604.0,6.16,True,Human Resources
Alice,Female,02-09-2013,12:49 AM,121250.0,4.363,True,Finance
Frances,Female,5/16/2014,8:31 AM,35884.0,17.667,False,Sales
Elizabeth,Female,7/27/1998,11:12 AM,137144.0,10.081,False,Finance
Janice,Female,12/17/2009,6:42 AM,102697.0,3.283,False,Engineering
Donald,Male,08-01-1991,2:25 AM,61999.0,6.466,False,Product
Melissa,Female,10/22/2002,1:20 AM,45223.0,8.879,True,Legal
Carl,Male,07-07-2010,1:33 PM,54033.0,15.528,True,Business Development
Joe,Male,12-08-1998,10:28 AM,126120.0,1.02,False,Client Services
Lois,Female,12-11-2015,4:10 PM,99747.0,6.168,False,Marketing
Ann,Female,9/28/2001,6:37 AM,71958.0,5.272,True,Distribution
Todd,Male,01-04-1983,12:34 PM,115566.0,6.716,True,Client Services
Marilyn,Female,1/16/1996,7:18 AM,118369.0,7.696,True,Business Development
Shawn,Male,3/13/2008,5:36 PM,51667.0,6.339,False,Product
Ryan,Male,4/27/1999,3:41 AM,85858.0,19.475,False,Client Services
Sean,Male,3/21/2009,11:38 AM,131423.0,8.957,False,Distribution
Rose,Female,01-02-2002,9:14 PM,49538.0,9.828,False,Client Services
George,Male,06-05-2015,5:40 AM,50369.0,18.9,True,Sales
Arthur,Male,12-05-2013,8:44 AM,86615.0,3.412,True,Business Development
Irene,Female,2/28/1991,10:23 PM,135369.0,4.38,False,Business Development
Deborah,Female,11-11-2003,4:53 PM,60003.0,9.624,False,Client Services
Marilyn,Female,8/23/2000,4:19 PM,95866.0,19.388,True,Sales
Judith,Female,03-01-2004,7:32 AM,109324.0,19.488,False,Distribution
Philip,Male,03-11-2005,10:56 AM,103557.0,16.014,True,Business Development
Jeffrey,Male,9/20/1986,6:06 AM,111376.0,2.673,True,Business Development
Theresa,Female,4/27/2001,9:17 PM,75661.0,1.079,True,Legal
Nancy,Female,09-10-2001,11:57 PM,85213.0,2.386,True,Marketing
Harold,Male,6/23/2012,12:40 PM,140444.0,3.771,False,Distribution
Bonnie,Female,12/23/2008,9:26 AM,90427.0,2.01,True,Client Services
Doris,Female,07-05-1993,5:54 PM,141439.0,3.799,False,Business Development
Samuel,Male,08-07-1997,12:40 PM,43694.0,3.787,True,Engineering
Alice,Female,3/23/1996,3:09 AM,131952.0,12.09,False,Engineering
Maria,Female,3/14/2003,5:23 PM,96250.0,10.056,False,Business Development
Aaron,Female,1/22/1986,7:39 PM,63126.0,18.424,False,Client Services
Mark,Female,09-09-2006,12:27 PM,44836.0,2.657,False,Client Services
Ralph,Female,7/28/1995,6:53 PM,70635.0,2.147,False,Client Services
Andrew,Male,9/28/1990,9:38 AM,137386.0,8.611,True,Distribution
William,Male,6/26/1997,8:33 AM,104840.0,15.653,True,Engineering
Lori,Female,11/20/2015,1:15 PM,75498.0,6.537,True,Marketing
Wayne,Male,09-08-2006,11:09 AM,67471.0,2.728,False,Engineering
Kenneth,Male,05-10-2006,8:24 AM,101914.0,1.905,True,Distribution
Gerald,Female,4/15/1989,12:44 PM,93712.0,17.426,True,Distribution
Marilyn,Female,9/15/1985,1:50 AM,133472.0,16.941,True,Distribution
Marilyn,Male,7/30/2012,3:07 PM,107351.0,5.329,True,Marketing
Ashley,Female,3/31/2006,1:24 PM,142410.0,11.048,True,Engineering
Scott,Male,8/20/2011,8:08 AM,37385.0,8.226,True,Business Development
Paula,Female,5/21/1983,11:42 AM,58423.0,10.833,False,Business Development
Marilyn,Female,9/14/2010,5:19 AM,143638.0,9.662,True,Client Services
Teresa,Female,1/22/2013,3:17 PM,113425.0,11.907,True,Human Resources
Randy,Male,2/25/2012,5:33 AM,57266.0,14.077,False,Product
Joe,Male,1/19/1980,4:06 PM,119667.0,1.148,True,Finance
Sarah,Female,8/17/2014,11:08 PM,127118.0,11.176,False,Legal
Beverly,Female,10/17/1986,12:51 AM,80838.0,8.115,False,Engineering
Jeffrey,Male,02-03-1984,1:26 PM,70990.0,15.901,True,Sales
Gloria,Female,10/24/1987,4:43 AM,39833.0,9.631,False,Engineering
Albert,Male,9/19/1992,2:35 AM,45094.0,5.85,True,Business Development
Stephen,Male,10/29/1989,11:34 PM,93997.0,18.093,True,Business Development
Antonio,Female,6/18/1989,9:37 PM,103050.0,3.05,False,Legal
Jonathan,Male,8/21/2013,12:45 AM,121797.0,16.923,False,Product
Ann,Female,9/23/1994,11:15 AM,89443.0,17.94,True,Sales
Bruce,Male,05-07-1980,8:00 PM,35802.0,12.391,True,Sales
Catherine,Female,9/25/1989,1:31 AM,68164.0,18.393,False,Client Services
Louis,Male,8/16/2011,5:19 PM,93022.0,9.146,True,Human Resources
Thomas,Male,03-12-2016,3:10 PM,105681.0,19.572,False,Engineering
Louise,Female,3/27/1995,10:27 PM,43050.0,11.671,False,Distribution
Linda,Female,02-04-2010,8:49 PM,44486.0,17.308,True,Engineering
Alice,Female,09-03-1988,8:54 PM,63571.0,15.397,True,Product
Patrick,Male,12/30/2002,2:01 AM,75423.0,5.368,True,Business Development
Victor,Female,7/28/2006,2:49 PM,76381.0,11.159,True,Sales
Russell,Male,05-10-2013,11:08 PM,137359.0,11.105,False,Business Development
Harry,Male,8/30/2011,6:31 PM,67656.0,16.455,True,Client Services
Susan,Female,04-07-1995,10:05 PM,92436.0,12.467,False,Sales
Denise,Female,10/19/1992,5:42 AM,137954.0,4.195,True,Legal
Sarah,Female,12-04-1995,9:16 AM,124566.0,5.949,False,Product
Sean,Male,1/17/1983,2:23 PM,66146.0,11.178,False,Human Resources
Ernest,Male,7/20/2013,6:41 AM,142935.0,13.198,True,Product
Kimberly,Female,1/26/2013,12:57 AM,46233.0,8.862,True,Engineering
James,Male,1/15/1993,5:19 PM,148985.0,19.28,False,Legal
Rose,Female,04-06-1982,10:43 AM,91411.0,8.639,True,Human Resources
John,Male,12/23/1982,10:35 PM,146907.0,11.738,False,Engineering
Maria,Female,10/15/2011,4:53 PM,43455.0,13.04,False,Engineering
Stephen,Female,07-10-1983,8:10 PM,85668.0,1.909,False,Legal
Donna,Female,11/26/1982,7:04 AM,82871.0,17.999,False,Marketing
Gloria,Female,12-08-2014,5:08 AM,136709.0,10.331,True,Finance
Alice,Female,10-05-2004,9:34 AM,47638.0,11.209,False,Human Resources
Justin,Female,02-10-1991,4:58 PM,38344.0,3.794,False,Legal
Robin,Female,7/24/1987,1:35 PM,100765.0,10.982,True,Client Services
Rose,Female,8/25/2002,5:12 AM,134505.0,11.051,True,Marketing
Anthony,Male,10/16/2011,8:35 AM,112769.0,11.625,True,Finance
Tina,Female,5/15/1997,3:53 PM,56450.0,19.04,True,Engineering
George,Male,6/21/2013,5:47 PM,98874.0,4.479,True,Marketing
Henry,Female,11/23/2014,6:09 AM,132483.0,16.655,False,Distribution
Phillip,Male,1/31/1984,6:30 AM,42392.0,19.675,False,Finance
Russell,Male,5/20/2013,12:39 PM,96914.0,1.421,False,Product
Larry,Male,4/20/2013,4:45 PM,60500.0,11.985,False,Business Development
Albert,Male,5/15/2012,6:24 PM,129949.0,10.169,True,Sales
